class_index,review_text
3,that made her an interesting character to begin with
2,very well told with an appropriate minimum of means .
2,do n't quite
2,giant commercial
2,but also more than anything else slight ... Tadpole pulls back from the consequences of its own actions and revelations .
2,creating adventure
3,bounces
2,of `` 7th Heaven
3,take the grandkids or the grandparents
3,two hours better watching
2,co-writer\/director Peter Jackson 's expanded vision of J.R.R. Tolkien 's Middle-earth
1,in the rush of slapstick thoroughfare
1,pretends to be passionate and truthful but
0,You begin to long for the end credits as the desert does for rain .
2,Hartley 's
4,to be both hugely entertaining and uplifting .
4,Part of the film 's cheeky charm comes from its vintage schmaltz .
3,There 's a lot to recommend Read My Lips .
1,story and his juvenile camera movements
2,just how much
2,seeks excitement in manufactured high drama
4,Playfully profound ...
2,'s sort of a 21st century morality play with a Latino hip hop beat .
2,penetrating glimpse
2,visualizing Nijinsky 's diaries
2,will need all the luck they can muster just figuring out who 's who in this pretentious mess .
3,earns extra points
1,presiding over the end of cinema as we know it and
2,the complicated love triangle
1,Aside from the fact that the film idiotically uses the website feardotcom.com or the improperly hammy performance from poor Stephen Rea
2,-LRB- MacDowell -RRB-
2,political edge
3,energy it 's documenting
2,co-written by Mattel executives and lobbyists
2,in this
2,salient
3,added clout to this doc
2,gets at most 20 minutes of screen time
4,a visual delight and
2,its community
2,jarring
1,might be best forgotten
2,less about its ideas and more about its characterization of Hitler and the contrived nature of its provocative conclusion
2,familiar tale
2,anyone who is not a character in this movie should care
1,is entirely too straight-faced to transcend its clever concept .
2,of emphasis on music in Britney Spears ' first movie
2,for very little
2,they looked at how this movie turned out
2,stardom
4,Exciting and well-paced
3,seems timely and important .
2,affected and
0,Dramatically lackluster .
3,sprung to life
2,as Whiffle-Ball epic
3,'ve seen a movie instead of an endless trailer
2,on life-changing chance encounters
2,of plot devices
2,becomes more specimen
3,it does n't make for completely empty entertainment
2,too close to real life
2,of the pros and cons of unconditional
3,introduce video as art
1,it is nit-picky about the hypocrisies of our time
2,mountains
2,overly-familiar set
1,slapping its target audience in the face
3,a worthwhile glimpse
1,is so pedestrian that the most positive comment we can make is that Rob Schneider actually turns in a pretty convincing performance as a prissy teenage girl
3,strangely believable
1,crawl up your own \*\*\*
4,completely delightful
2,the audience
3,brutally honest individual
3,worked
2,that I mind ugly
2,of snazziness
3,reflected in almost every scene
0,seems to have been made under the influence of Rohypnol
2,movie-star intensity can overcome bad hair design
3,a crazy work of disturbed genius
3,A very capable nailbiter .
0,as a collection of keening and self-mutilating sideshow geeks
2,cousin
2,is a brand name
3,Canada 's arctic light
2,urban life
1,reason to miss Interview with the Assassin
4,incredibly thoughtful
2,soccer remake
2,a mile
2,-LRB- It -RRB- has the feel of a summer popcorn movie .
2,me a cynic
1,this movie leaves you cool
2,the girls ' confusion and pain
1,is n't necessarily an admirable storyteller .
3,is ultimately
2,each moment of this broken character study
2,your Benjamins
1,go boom
2,in these harrowing surf shots
2,very meticulously
2,facial
1,Not once in the rush to save the day did I become very involved in the proceedings ; to me
2,Pratfalls aside
2,the interior lives of the characters
2,canned shots of Raymond Burr commenting on the monster 's path of destruction
2,Chamber
2,Usual Suspects
2,the best gay love stories
3,a slice of counterculture
1,sacrificed for the sake of spectacle
1,as rebellious
2,Director David Fincher and writer David Koepp
3,suavity
2,director Michael Apted and
3,I for one enjoyed the thrill of the chill
1,The fact that the ` best part ' of the movie comes from a 60-second homage to one of Demme 's good films
2,wills between Bacon and Theron
2,old mystery
1,whom political expedience became a deadly foreign policy
3,Wise and deadpan humorous .
1,is far less mature
2,little to add beyond the dark visions already relayed by superb
2,casual and
2,soccer hooliganism
2,to see which ones shtick
2,any opportunity
2,like he 's not trying to laugh at how bad
2,compensated in large part
2,from a projector 's lens
2,are the flamboyant mannerisms that are the trademark of several of his performances
3,of life and small delights
3,visuals and enveloping sounds
2,together familiar
0,Fulfills the minimum requirement of Disney animation
1,outtakes in which most of the characters forget their lines and
2,a big bowl of that
1,forced to follow
3,Yiddish stage
2,establish
2,keep it from being a total rehash .
2,Hollywood vs. Woo
2,guys like Evans
4,The slam-bang superheroics are kinetic enough to engross even the most antsy youngsters .
2,the nature\/nurture argument in regards
3,an effectively chilling guilty pleasure
2,daughters
3,imbue the theme with added depth and resonance
4,A mesmerizing cinematic poem
2,Midwest
2,inquiry
3,the most positive comment we can make
3,marvelously twisted shapes history
2,with a touch of John Woo bullet ballet
3,beguiling freshness
2,real people
3,fast-moving and
2,manages to fall closer in quality to Silence than to the abysmal Hannibal .
2,Like the series
2,on Nickleby with all the halfhearted zeal of an 8th grade boy delving
2,clash
2,of darkness
2,with `` difficult '' movies
3,their super-dooper-adorability intact
2,Richard Pryor mined his personal horrors and came up with a treasure chest of material
2,an invitation to countless interpretations
2,this spy comedy franchise
2,find better entertainment
2,filming opera
2,all the classic dramas it borrows from
2,a reasonably intelligent person to get through The Country Bears
2,Lilo
1,a white-empowered police force
3,that works as a treatise on spirituality as well as a solid sci-fi thriller
2,been the action
2,simpleminded
2,of -LRB- Godard 's -RRB- vision
4,add up to a satisfying crime drama .
2,correctness
2,stripped-down
2,all away
4,This masterfully calibrated psychological thriller
0,a new benchmark for lameness
2,ancillary
2,a century and a half
2,being about something
1,it just is n't a very involving one
1,this dreary mess
3,had this much imagination and nerve
3,a credible account of a puzzling real-life happening
3,above much of the director 's previous popcorn work
2,rebellion
2,was n't as bad
3,a hilarious place to visit
1,an hour-and-a-half-long commercial for Britney 's latest album
2,is yet
2,screen to attract and sustain an older crowd
2,Gosford
2,vampire pic
2,aristocrats '
2,happens to have Jackie Chan in it
0,cheap-looking version
2,The Ya-Ya 's
2,prone to
4,intense political and psychological thriller
2,countless other flicks about guys and dolls
2,a scathing portrayal
2,dorkier
2,therapy-dependent
2,the kibosh
2,want to catch Freaks as a matinee
2,no matter how Broomfield dresses it up
3,... manages to deliver a fair bit of vampire fun .
3,are quite funny
1,refuse to admit that they do n't like it
4,A very good film
2,Catherine di Napoli
0,this loser
2,more human
1,'s not even a TV special you 'd bother watching past the second commercial break
3,is a really special walk in the woods .
2,'re drawn in by the dark luster .
2,intoxicatingly
3,look as fully ` rendered ' as Pixar 's industry standard
3,Barbershop gets its greatest play from the timeless spectacle of people really talking to each other .
3,is a movie you can trust .
3,works its magic with such exuberance and passion that the film 's length becomes a part of its fun .
2,For a long time
2,progresses in such a low-key manner
2,not since Grumpy Old Men
3,have I seen a film so willing to champion the fallibility of the human heart
1,endless scenic shots that make 105 minutes seem twice as long
2,The film affords us intriguing glimpses of the insights gleaned from a lifetime of spiritual inquiry
3,adds enough quirky and satirical touches in the screenplay to keep the film entertaining .
1,Both deserve better .
2,All That Heaven Allows
2,movie .
2,from Bartlett 's Familiar Quotations
2,surprise
1,a minimalist Beauty and the Beast
3,Sandler
4,makes for one of the most purely enjoyable and satisfying evenings at the movies I 've had in a while
3,this a moving experience for people who have n't read the book
1,An instantly forgettable snow-and-stuntwork extravaganza that likely will be upstaged by an avalanche of more appealing holiday-season product .
3,filled with authority
3,blockbusters
3,before booking passage
3,show real heart
1,it 's icky .
2,do n't laugh
2,needles
0,It is supremely unfunny and unentertaining to watch middle-age
3,this girl
2,quasi-Shakespearean
2,pieces
1,see coming a mile away
3,so compelling
2,female characters
4,intermittently powerful study
1,lower-wit
2,their love
2,in Morton 's ever-watchful gaze
2,of a modern Israel
2,the way Adam Sandler 's
2,it feels
0,being surprisingly dull
2,the subject of love head-on
4,The sheer joy and pride
1,masturbation jokes
2,-LRB- Testud -RRB- acts with the feral intensity of the young Bette Davis .
2,Rambo -
2,in a sense
2,the film of `` The Kid Stays in the Picture ''
2,so much gelati
2,to express his convictions
1,by a noticeable lack of pace
2,where 's Pauly Shore as the rocket scientist ?
2,graves
